[Header]
TITLE,heat_capacity_multifield.dat
BYAPP,HeatCapacity,3.9.6,1.7
INFO,5.0,MASS:Sample Mass (mg)
INFO,0.01,MASSERR:Sample Mass Error (mg)
INFO,950.0,MOLWGHT:Formula Weight (g/mole)
INFO,1,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.6 Build 3,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (mJ/mole-K),Samp HC Err (mJ/mole-K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (mJ/mole-K/K),Addenda Offset HC (µJ/K)
0.00000,anonymized
10376.11542,,1857,24.3649,24.3649,0.56246531,9.8999999E-6,24.515375,0.50923308,70977.901,313.6,88.321873,1.204,426.06884,1.29,1.2411053,14.659572,0.21114706,90.984531,-82095978,2.384E6,1,,,,3.0902035E-5,28.775192,601.00363,2895.2402,0
10588.64512,,1857,24.8783,24.8783,0.58121419,9.8999999E-6,25.032771,0.5200627,73375.778,326.2,92.246856,1.254,441.40408,1.345,0.94101628,14.912246,0.21776737,90.916181,-98156254,2.877E6,1,,,,3.1479803E-5,29.319144,626.6396,2931.1889,0
10802.30147,,1857,25.3917,25.3917,0.61871189,9.8999999E-6,25.550242,0.53126434,75716.494,340.8,96.568988,1.32,456.86446,1.41,0.78520707,15.189542,0.22544409,90.848523,,,1,,,,3.1992129E-5,29.824493,652.81486,2963.4355,0
11017.63929,,1857,25.9057,25.9057,0.56246531,9.8999999E-6,26.068747,0.54279924,77891.946,358.7,101.28587,1.401,471.93319,1.495,0.68376119,15.434115,0.23393981,90.763566,,,1,,,,3.2528072E-5,30.379085,679.57957,2987.9436,0
11235.57899,,1857,26.4185,26.4185,0.59996301,9.8999999E-6,26.588159,0.55369905,80060.48,377.5,106.254,1.491,487.22025,1.585,0.65703961,15.679702,0.24309032,90.668052,,,1,,,,3.306147E-5,30.86823,706.93018,3011.1329,0
11453.96302,,1857,26.9319,26.9319,0.56246531,9.8999999E-6,27.106662,0.5641472,82231.791,398.3,111.4147,1.587,502.71309,1.684,0.87219113,15.926296,0.25264263,90.568386,,,1,,,,3.3590716E-5,31.359405,734.77114,3033.6377,0
11674.44183,,1857,27.4467,27.4467,0.61871189,9.8999999E-6,27.629983,0.57410294,84481.975,420.4,116.71801,1.686,518.72385,1.79,0.66720012,16.161888,0.26164212,90.485342,,,1,,,,3.4158024E-5,31.852592,763.41598,3057.6194,0
11894.99816,,1857,27.9602,27.9602,0.59996301,9.8999999E-6,28.147822,0.58463849,86662.252,441,121.95187,1.782,534.33252,1.888,0.5080122,16.392556,0.27064872,90.400241,,,1,,,,3.4694643E-5,32.323776,792.29986,3078.8263,0
12116.35279,,1857,28.473,28.473,0.67495841,9.8999999E-6,28.66473,0.59457043,88943.667,463.2,127.21872,1.878,550.45544,1.993,0.45548326,16.656257,0.28003191,90.316522,,,1,,,,3.5180888E-5,32.785112,821.66674,3102.8957,0
12342.41814,,1857,28.9859,28.9859,0.54371649,9.8999999E-6,29.181538,0.60551758,91171.003,484.2,132.5433,1.976,566.37875,2.093,0.437332,16.899794,0.28937794,90.229213,,,1,,,,3.5682821E-5,33.312513,851.56215,3124.27,0
12569.54967,,1857,29.5007,29.5007,0.59996301,9.8999999E-6,29.698787,0.6158117,93296.429,506,137.97102,2.077,581.92027,2.196,0.42643656,17.109091,0.29829458,90.147985,,,1,,,,3.6216709E-5,33.799588,882.01797,3141.4222,0
12814.21626,,1857,29.9997,29.9997,0.63746071,9.8999999E-6,30.170321,0.55284419,95246.296,526.1,143.03426,2.17,596.26191,2.292,4.9687801,17.181857,0.30530705,90.045222,,,1,,,,3.6962404E-5,27.34078,910.24829,3156.9533,0
13080.53540,,1857,31.0002,31.0002,0.61871189,9.8999999E-6,31.200692,0.63647292,99455.953,573,154.07679,2.364,627.33603,2.515,0.26756612,17.841312,0.32754766,89.892291,,,1,,,,3.7456972E-5,34.363714,973.48318,3187.6201,0
13335.51528,,1857,31.9999,31.9999,0.63746071,9.8999999E-6,32.210875,0.66186443,103417.4,613,165.18207,2.545,657.29178,2.704,0.25071255,18.272803,0.3466733,89.728435,,,1,,,,3.8326831E-5,35.682623,1037.5405,3210.6363,0
13594.37824,,1857,32.999,32.999,0.61871189,9.8999999E-6,33.219045,0.68263109,107431.71,655,176.49139,2.72,687.70311,2.903,0.20281453,18.715424,0.36578545,89.578227,,,1,,,,3.9157835E-5,36.545606,1103.5049,3234.0398,0
13874.85742,,1857,34.0003,34.0003,0.63746071,9.8999999E-6,34.228131,0.70342558,111465.26,694.2,188.08278,2.892,718.48805,3.086,0.19633414,19.134995,0.38503715,89.421659,,,1,,,,4.0022145E-5,37.430848,1171.5649,3256.5394,0
14161.53314,,1857,35.0001,35.0001,0.54371649,9.8999999E-6,35.239293,0.72279002,115331.51,722.9,199.99804,3.063,748.80081,3.217,0.31677016,19.443529,0.402712,89.266262,,,1,,,,4.1055183E-5,38.26999,1241.8077,3272.8101,0
14451.39740,,1857,36.0005,36.0005,0.67495841,9.8999999E-6,36.245315,0.74058776,119206.55,762.4,212.17284,3.231,779.4149,3.402,0.28132503,19.841289,0.42224383,89.118298,,,1,,,,4.1882007E-5,38.887059,1313.7229,3288.8815,0
14742.43955,,1857,37.0008,37.0008,0.69370723,9.8999999E-6,37.253937,0.76096695,122959.41,799.5,224.64256,3.397,809.74253,3.575,0.27031644,20.219292,0.44228177,88.961966,,,1,,,,4.2704362E-5,39.682579,1387.8558,3300.5749,0
15038.27782,,1857,38.0009,38.0009,0.73120493,9.8999999E-6,38.26296,0.78152986,126637.65,836.6,237.42277,3.562,840.02558,3.749,0.23145671,20.603408,0.46275538,88.811525,,,1,,,,4.3479274E-5,40.438584,1464.0541,3309.6669,0
15336.70791,,1857,39.0002,39.0002,0.65620953,9.8999999E-6,39.271735,0.80153113,130259.57,875.2,250.54266,3.727,870.38029,3.93,0.21216669,20.966786,0.48329493,88.660618,,,1,,,,4.427281E-5,41.206816,1542.2692,3316.8783,0
15658.61568,,1857,40.0008,40.0008,0.59996301,9.8999999E-6,40.280297,0.82194484,133822.02,911.5,263.91634,3.893,900.70586,4.1,0.20644267,21.328906,0.50403846,88.514145,,,1,,,,4.5039162E-5,41.933572,1622.5023,3322.2701,0
15983.77883,,1857,41.0007,41.0007,0.63746071,9.8999999E-6,41.288862,0.842243,137292.41,948.6,277.59914,4.058,930.90242,4.274,0.18641468,21.683814,0.52504647,88.369624,,,1,,,,4.5787312E-5,42.657813,1704.7701,3325.1682,0
16294.98517,,1857,42.0004,42.0004,0.63746071,9.8999999E-6,42.295676,0.86258068,140768.72,984.2,291.59398,4.22,961.43921,4.44,0.1834857,22.047592,0.54687114,88.219423,,,1,,,,4.6510886E-5,43.367628,1788.9242,3328.2059,0
16605.42841,,1857,43.0003,43.0003,0.71245611,9.8999999E-6,43.303424,0.88230003,144101.47,1022,305.98887,4.377,991.69294,4.617,0.16955952,22.385267,0.5685346,88.073582,,,1,,,,4.7249126E-5,44.095184,1875.1866,3327.7154,0
16962.99935,,1857,44.0009,44.0009,0.69370723,9.8999999E-6,44.316183,0.9007998,147277.83,1042,320.63628,4.526,1021.455,4.707,0.26093234,22.601659,0.5872597,87.934821,,,1,,,,4.819593E-5,44.770533,1963.9241,3323.3421,0
17323.71568,,1857,45,45,0.35622805,9.8999999E-6,45.322926,0.91740343,150565.51,1074,335.53422,4.668,1051.9973,4.854,0.25966641,22.937898,0.60931907,87.791351,,,1,,,,4.8907342E-5,45.203318,2054.1676,3322.0607,0
17668.13317,,1857,45.9998,45.9998,0.4124746,9.8999999E-6,46.330998,0.93739827,153761.36,1106,350.86096,4.811,1082.5314,5.006,0.23179022,23.268523,0.63208631,87.642268,,,1,,,,4.9609547E-5,45.875795,2146.5614,3318.7578,0
18016.67981,,1857,46.9999,46.9999,0.43122342,9.8999999E-6,47.340258,0.95682908,156867.39,1139,366.79618,4.962,1113.2466,5.158,0.22989338,23.579305,0.65476883,87.497731,,,1,,,,5.0338401E-5,46.537046,2241.1,3313.6151,0
18386.10905,,1857,47.9995,47.9995,0.46872109,9.8999999E-6,48.348039,0.97489542,159901.15,1177,383.48764,5.128,1144.3742,5.341,0.20533172,23.91691,0.68002324,87.332866,,,1,,,,5.1011905E-5,47.15861,2337.5329,3307.2935,0
18741.08842,,1857,48.999,48.999,0.46872109,9.8999999E-6,49.356798,0.99464687,162716.68,1214,400.87914,5.308,1175.1633,5.513,0.21590567,24.210799,0.70455259,87.176089,,,1,,,,5.1737713E-5,47.833821,2436.0936,3296.7431,0
19153.83140,,1857,50.0006,50.0006,0.44997227,9.8999999E-6,50.333712,0.92713137,165113,1238,418.49798,5.494,1204.185,5.627,12.509353,24.192455,0.72083033,87.01661,,,1,,,,5.3040541E-5,40.498999,2533.4825,3280.3661,0
19723.96972,,1857,55.4453,55.4453,0.52496761,9.8999999E-6,55.791775,1.0264566,179610.3,1482,522.24467,6.465,1376.9168,6.793,0.13244213,26.2831,0.87982531,86.12693,,,1,,,,5.575927E-5,48.38491,3112.7222,3219.2972,0
20356.95570,,1857,60.8883,60.8883,0.48746994,9.8999999E-6,61.291163,1.1335798,191495.58,1670,641.12237,7.419,1552.3504,7.685,0.15305877,27.703507,1.0347732,85.18628,,,1,,,,5.9530739E-5,52.5662,3756.6066,3124.3587,0
20997.57786,,1857,66.3334,66.3334,0.50621879,9.8999999E-6,66.762383,1.2283013,202817.73,1904,777.62698,8.465,1742.7312,8.804,0.11216392,29.279319,1.2056703,84.227862,,,1,,,,6.3095067E-5,55.407014,4457.2157,3037.9044,0
21667.41268,,1857,71.7774,71.7774,0.46872109,9.8999999E-6,72.233058,1.3299943,211233.01,2125,926.97648,9.504,1932.1247,9.863,0.10363537,30.709799,1.3814932,83.231846,,,1,,,,6.6517266E-5,58.558637,5217.6146,2924.326,0
22363.43409,,1857,77.2222,77.2222,0.50621879,9.8999999E-6,77.713786,1.427613,219163.67,2298,1086.5241,10.33,2129.4102,10.69,0.098299897,32.091252,1.5500135,82.315319,,,1,,,,6.995767E-5,61.419598,6039.4325,2820.1389,0
23087.68059,,1857,82.6661,82.6661,0.56246531,9.8999999E-6,83.21528,1.5241958,225627.99,2468,1260.3124,11.14,2333.9588,11.5,0.0971008,33.431221,1.7208891,81.366643,,,1,,,,7.3390446E-5,64.182505,6924.7828,2711.3769,0
23843.64184,,1857,88.1103,88.1103,0.65620953,9.8999999E-6,88.730658,1.6176723,232020.29,2651,1450.6878,12.04,2554.7519,12.37,0.10629971,34.709719,1.8869861,80.42389,,,1,,,,7.7151589E-5,66.862443,7873.1296,2614.883,0
24592.39327,,1857,93.5564,93.5564,0.54371649,9.8999999E-6,94.201463,1.7140066,238169.27,2831,1647.9881,12.79,2781.312,13.24,0.079854884,36.128261,2.0622487,79.459939,,,1,,,,8.0498308E-5,69.419437,8873.9157,2528.2969,0
25371.67099,,1857,98.9999,98.9999,0.59996301,9.8999999E-6,99.675051,1.8176535,243123.22,2951,1853.5751,13.41,3010.4723,13.8,0.089643756,37.262356,2.2060681,78.60977,,,1,,,,8.425144E-5,72.256522,9935.1157,2439.1583,0
26011.82233,,1857,99.999,99.999,0.58121419,9.8999999E-6,100.76174,1.8949384,242322.83,2910,1895.7979,13.54,3048.8864,13.61,1.0526081,36.721179,2.1480462,78.76543,,,1,,,,8.6437287E-5,69.851949,10152.928,2404.9091,0
26869.71161,,1857,109.999,109.999,0.58121419,9.8999999E-6,110.68743,1.9178002,253008.51,3267,2293.2298,14.62,3497.1659,15.32,0.058620964,39.896274,2.5324492,76.732048,,,1,,,,9.1028975E-5,73.442358,12251.707,2285.7927,0
27756.15457,,1857,120,120,0.63746071,9.8999999E-6,120.79398,2.1374213,260167.15,3488,2716.3289,15.64,3954.3292,16.37,0.057600824,41.766623,2.7724729,75.159348,,,1,,,,9.7970025E-5,79.792548,14591.187,2153.8088,0
28676.48871,,1857,130.001,130.001,0.58121419,9.8999999E-6,130.88988,2.3161206,266642.07,3613,3156.1833,16.33,4424.9944,16.96,0.07213794,43.282483,2.9559296,73.787773,,,1,,,,0.00010544749,83.533246,17132.162,2037.148,0
29585.92209,,1857,140.001,140.001,0.65620953,9.8999999E-6,140.95286,2.4954731,272538.51,3778,3601.8705,16.9,4898.7397,17.74,0.055026777,44.730068,3.1194894,72.51171,,,1,,,,0.00011265238,86.564966,19867.708,1933.5437,0
30481.80423,,1857,149.999,149.999,0.73120493,9.8999999E-6,151.03494,2.6871409,277802.32,4009,4041.9809,17.73,5363.8979,18.85,0.04618267,45.955938,3.251861,71.361453,,,1,,,,0.000119786,89.460135,22811.554,1839.3248,0
31391.77938,,1857,160,160,0.63746071,9.8999999E-6,161.14335,2.8730046,282724.03,4076,4482.4031,18.08,5827.7399,19.16,0.049426488,46.705423,3.2854598,70.656505,,,1,,,,0.0001277524,91.911875,25967.179,1754.4877,0
32318.12246,,1857,170.001,170.001,0.65620953,9.8999999E-6,171.24235,3.0555053,287207.03,4066,4919.1856,18.11,6285.8547,19.11,0.055672539,47.165868,3.2482358,70.307413,,,1,,,,0.0001361332,93.410846,29323.944,1677.1962,0
33212.53322,,1857,179.999,179.999,0.24373497,9.8999999E-6,181.31229,3.235198,293202.17,4198,5347.6992,18.14,6742.8961,19.73,0.041896329,47.713965,3.2726266,69.692813,,,1,,,,0.00014414815,94.331735,32874.146,1617.1114,0
34119.02999,,1857,189.998,189.998,0.1312419,9.8999999E-6,191.40155,3.4277737,296353.52,4182,5765.0653,18.22,7175.2578,19.65,0.045260619,47.67054,3.159783,69.685331,,,1,,,,0.00015322985,95.42793,36634.555,1548.3339,0
35031.15184,,1857,199.999,199.999,0.093744226,9.8999999E-6,201.47789,3.6046863,301490.61,4158,6161.2813,18.12,7595.9185,19.53,0.050408806,47.527319,3.0472107,69.81112,,,1,,,,0.00016245941,95.34108,40593.342,1496.3955,0
35936.39513,,1857,209.997,209.997,0.074995376,9.8999999E-6,211.55315,3.7770745,306463.06,4271,6550.3505,18.73,8008.6491,20.06,0.057759977,47.236884,2.977917,69.61451,,,1,,,,0.00017216379,95.054638,44754.736,1448.6339,0
36797.04794,,1857,219.996,219.996,0.11249307,9.8999999E-6,221.61088,3.9231143,319087.12,5052,6947.2361,21.97,8465.606,23.8,0.055543524,47.295532,3.1460672,68.184868,,,1,,,,0.00018187526,94.473769,49111.382,1439.8531,0
37657.12133,,1857,230,230,0.18748845,9.8999999E-6,231.72447,4.1172424,323062.43,5701,7341.7792,25.53,8879.0655,26.91,0.058114774,46.802065,2.9619909,68.725769,,,1,,,,0.0001924807,94.591064,53696.23,1394.1662,0
38468.79846,,1857,240,240,0.1312419,9.8999999E-6,241.80948,4.3119697,327525.27,5629,7711.8002,24.46,9270.3229,26.56,0.060640867,46.285018,2.6165766,70.705331,,,1,,,,0.00020277561,93.604129,58471.823,1354.4766,0
39277.28247,,1857,249.998,249.998,0.074995376,9.8999999E-6,251.92655,4.5287109,329904.04,4568,8059.7643,19.23,9629.6063,21.46,0.095969453,45.170746,1.7995993,77.112799,,,1,,,,0.00021493429,92.570036,63466.987,1309.5247,0
49901.29203,Error: Warning: Current field is 100000.66 Oe;
49901.32472,anonymized
49967.77491,,1857,2.59952,2.59952,100000.58,9.8999999E-6,2.6205747,0.054878426,1217.382,9.017,0.28189765,0.006742,6.0747862,0.04093,1.9189565,2.8075619,0.005975226,94.98131,30.537652,0.09653,1,,,,2.2679192E-6,5.0730242,6.8674115,464.54771,0
50102.92052,,1857,2.80551,2.80551,100000.45,9.8999999E-6,2.8153799,0.056049764,1538.6467,13.82,0.33074546,0.007401,7.6523659,0.06373,8.3137574,3.287156,0.0065375491,94.978339,30.266536,0.1143,1,,,,2.4408682E-6,5.6151238,7.9263641,546.51475,0
50239.99050,,1857,3.01157,3.01157,100000.71,9.8999999E-6,3.0189524,0.060699202,1886.5358,9.703,0.39053878,0.008161,9.367583,0.04164,7.8070136,3.6579107,0.0069394282,95.043408,30.216081,0.07333,1,,,,2.683805E-6,6.5743121,9.1140735,624.89751,0
50380.69849,,1857,3.21636,3.21636,100000.73,9.8999999E-6,3.2176519,0.065073379,2230.581,11.09,0.45695939,0.009066,11.071136,0.04721,11.666208,4.0052942,0.0074216147,95.114884,30.328961,0.07317,1,,,,2.8948677E-6,7.3158214,10.353284,693.23253,0
50523.76538,,1857,3.42148,3.42148,100000.35,9.8999999E-6,3.4169281,0.069749213,2570.3417,10.12,0.53246965,0.01008,12.763391,0.03976,3.4565127,4.3225958,0.0079814989,95.18495,30.576844,0.06198,1,,,,3.090144E-6,8.0105884,11.675398,752.23757,0
50669.00108,,1857,3.62767,3.62767,100000.35,9.8999999E-6,3.6180634,0.073852583,2914.7581,12.24,0.61855917,0.01121,14.488379,0.04942,5.2883646,4.5566876,0.0085796025,95.198707,30.884892,0.06778,1,,,,3.3268361E-6,8.6451917,13.090383,805.61277,0
50814.98448,,1857,3.83356,3.83356,100000.39,9.8999999E-6,3.8196195,0.078332503,3231.3634,18.6,0.71428831,0.01238,16.090669,0.08163,6.6209623,4.7544405,0.0094180357,95.131925,31.339218,0.09151,1,,,,3.5428227E-6,9.1133751,14.589493,845.99092,0
50961.47969,,1857,4.03937,4.03937,100000.59,9.8999999E-6,4.0214696,0.082265597,3556.1401,17.68,0.82068843,0.0136,17.742512,0.07527,4.2163869,4.9044872,0.010080555,95.145186,31.776222,0.0842,1,,,,3.7858779E-6,9.508881,16.172218,884.28869,0
51108.46672,,1857,4.24431,4.24431,100000.55,9.8999999E-6,4.2235578,0.086445934,3859.4134,19.02,0.93624305,0.01501,19.301187,0.08079,2.4163609,5.0361111,0.010877429,95.124752,32.292169,0.08687,1,,,,4.0107899E-6,9.8089745,17.838441,913.78254,0
51258.01308,,1857,4.45033,4.45033,100000.68,9.8999999E-6,4.4264484,0.091115099,4148.9143,20.16,1.0599276,0.01665,20.802456,0.0853,2.6684002,5.1495328,0.011742544,95.087934,32.851478,0.08925,1,,,,4.2280865E-6,10.072222,19.593446,937.30095,0
51408.05142,,1857,4.65522,4.65522,100000.8,9.8999999E-6,4.6301697,0.095378061,4436.6331,23.29,1.1961464,0.0184,22.307779,0.1004,3.2273473,5.2103433,0.012483391,95.08421,33.408616,0.09892,1,,,,4.4801863E-6,10.299066,21.438472,958.20096,0
51558.42260,,1857,4.8609,4.8609,100000.68,9.8999999E-6,4.8342626,0.09952269,4708.812,31.29,1.3461189,0.02017,23.75291,0.1403,6.4211803,5.2626108,0.013247502,95.100856,34.001024,0.1248,1,,,,4.7209761E-6,10.420687,23.370095,974.04968,0
51709.26302,,1857,5.06588,5.06588,100000.22,9.8999999E-6,5.0384524,0.10367422,4990.8618,31.2,1.5079607,0.02201,25.25688,0.1388,8.2572299,5.3443301,0.014405082,95.003386,34.54482,0.1232,1,,,,4.9463038E-6,10.525222,25.386003,990.55451,0
51858.47972,,1857,5.27221,5.27221,100000.16,9.8999999E-6,5.2432103,0.10794049,5257.263,38.31,1.6796534,0.0239,26.696238,0.1736,10.329039,5.3250017,0.015053599,95.013373,35.121412,0.1452,1,,,,5.2451131E-6,10.68866,27.491254,1002.6802,0
52009.37503,,1857,5.4781,5.4781,100000.3,9.8999999E-6,5.4523485,0.11150519,5523.6714,23.03,1.8648773,0.02584,28.149161,0.0927,9.7799073,5.3726065,0.016268745,94.907988,35.706544,0.09471,1,,,,5.4852575E-6,10.650003,29.728104,1013.0811,0
52158.48918,,1857,5.68289,5.68289,100000.31,9.8999999E-6,5.6574112,0.11619823,5794.2992,25.26,2.0590652,0.02791,29.631126,0.1034,16.681543,5.4312024,0.017478029,94.822493,36.231797,0.1019,1,,,,5.7145247E-6,10.745213,32.006302,1024.1962,0
52309.14834,,1857,5.88891,5.88891,100000.24,9.8999999E-6,5.8627575,0.12095825,6051.5808,23.87,2.2680124,0.03023,31.064343,0.09382,7.4222785,5.4491296,0.018476898,94.790089,36.778013,0.09691,1,,,,5.9709974E-6,10.862405,34.371926,1032.2072,0
52458.96206,,1857,6.09429,6.09429,100000.46,9.8999999E-6,6.0681625,0.12480062,6338.6393,29.61,2.4905759,0.03276,32.652868,0.1239,9.7676784,5.4667442,0.019272817,94.800319,37.217907,0.1158,1,,,,6.2535776E-6,10.898259,36.822596,1044.5731,0
52608.48996,,1857,6.29956,6.29956,100000.46,9.8999999E-6,6.2736054,0.1283451,6616.8683,28.51,2.725537,0.03548,34.211777,0.1162,6.4053378,5.4375596,0.020132041,94.754143,37.66447,0.1119,1,,,,6.5879398E-6,10.933488,39.358125,1054.7154,0
52759.31524,,1857,6.50573,6.50573,100000.45,9.8999999E-6,6.4782618,0.13208705,6900.518,31.93,2.9714883,0.03844,35.80747,0.1333,4.7261098,5.5117628,0.021468174,94.683365,38.07166,0.1229,1,,,,6.8045718E-6,10.875119,41.967876,1065.1805,0
52909.64377,,1857,6.71145,6.71145,100000.43,9.8999999E-6,6.6836458,0.13694481,7200.9596,33.16,3.2282336,0.04165,37.493861,0.1382,5.0178461,5.5449545,0.022421069,94.664651,38.416823,0.1265,1,,,,7.0814495E-6,11.023526,44.671121,1077.3999,0
53061.96480,,1857,6.91684,6.91684,100000.35,9.8999999E-6,6.8885639,0.14064149,7547.8896,33.97,3.4985398,0.04501,39.415027,0.1406,2.674653,5.6213978,0.023913262,94.537063,38.611757,0.1283,1,,,,7.3495514E-6,11.089909,47.452313,1095.7131,0
53213.74201,,1857,7.12243,7.12243,100000.46,9.8999999E-6,7.0947322,0.14548317,7845.2128,36.63,3.7832522,0.04834,41.114546,0.1533,5.1687127,5.6350368,0.024618775,94.573519,38.933748,0.1367,1,,,,7.6429663E-6,11.242796,50.335225,1105.78,0
53366.27808,,1857,7.32795,7.32795,100000.5,9.8999999E-6,7.2996992,0.14852934,8206.7042,34.63,4.078395,0.05149,43.129838,0.1401,1.1767163,5.68311,0.025861465,94.483629,39.054913,0.1297,1,,,,7.9541182E-6,11.270074,53.285609,1124.2524,0
53518.73606,,1857,7.53407,7.53407,100000.54,9.8999999E-6,7.505732,0.1532277,8518.373,39,4.3879802,0.05465,44.922494,0.1622,1.4787497,5.7437327,0.027199912,94.424555,39.299739,0.1434,1,,,,8.199007E-6,11.36622,56.336013,1134.9157,0
53669.18363,,1857,7.7387,7.7387,100000.45,9.8999999E-6,7.7117675,0.15736546,8834.4717,35.59,4.7109042,0.05797,46.749567,0.1413,1.1518435,5.7292922,0.027734624,94.461225,39.513462,0.1329,1,,,,8.5486005E-6,11.487465,59.471358,1145.5833,0
53818.86076,,1857,7.94438,7.94438,100000.48,9.8999999E-6,7.9163178,0.16061437,9253.2745,43.68,5.047075,0.06161,49.078603,0.1834,1.100012,5.8925623,0.029415963,94.389727,39.426125,0.1571,1,,,,8.7294678E-6,11.458584,62.668088,1168.8862,0
53970.76203,,1857,8.14981,8.14981,100000.45,9.8999999E-6,8.1234029,0.16601926,9622.5856,46.92,5.4009705,0.06564,51.189858,0.1987,1.541953,5.907443,0.030451301,94.337788,39.466114,0.1667,1,,,,9.0837143E-6,11.785125,65.989675,1184.5511,0
54123.13234,,1857,8.35571,8.35571,100000.48,9.8999999E-6,8.3288047,0.16931866,10021.884,60.6,5.7660912,0.06988,53.455032,0.2682,1.1312641,5.9829346,0.031627793,94.306758,39.400233,0.2059,1,,,,9.3662649E-6,11.814886,69.368988,1203.28,0
54274.22041,,1857,8.55724,8.55724,100000.48,9.8999999E-6,8.5347334,0.17413522,10470.174,72.01,6.1486486,0.07435,55.970769,0.3243,0.65548089,6.1792025,0.033940259,94.175874,39.190639,0.2371,1,,,,9.5043564E-6,11.965869,72.841674,1226.7722,0
54437.98436,,1857,8.76612,8.76612,100000.37,9.8999999E-6,8.7389858,0.17994218,10827.539,69.32,6.5393521,0.07889,58.06199,0.3093,1.2522314,6.1172966,0.034342212,94.179109,39.190336,0.2308,1,,,,9.9561158E-6,12.358405,76.369873,1238.9927,0
54592.49275,,1857,8.97207,8.97207,100000.55,9.8999999E-6,8.9440302,0.18192859,11312.999,87.15,6.9518032,0.08367,60.784492,0.3971,0.68329276,6.251057,0.034965973,94.283141,38.842378,0.2788,1,,,,1.0189056E-5,12.234593,79.995676,1264.866,0
54745.81363,,1857,9.17723,9.17723,100000.59,9.8999999E-6,9.1519033,0.18698944,11715.163,112,7.3865994,0.08873,63.132977,0.5181,1.1591942,6.2989542,0.037182717,94.080636,38.699359,0.346,1,,,,1.0517517E-5,12.502114,83.757333,1280.0794,0
54900.98209,,1857,9.38386,9.38386,100000.5,9.8999999E-6,9.3579004,0.19033917,12238.51,90.77,7.8337909,0.0939,66.070506,0.4121,0.56318526,6.4437472,0.03959467,93.90409,38.21552,0.2903,1,,,,1.0773922E-5,12.597908,87.5703,1307.8265,0
55054.42978,,1857,9.58896,9.58896,100000.7,9.8999999E-6,9.5654353,0.1951647,12735.252,105.4,8.3000879,0.09922,68.900538,0.4833,0.5713178,6.5275776,0.041175212,93.826979,37.782583,0.3306,1,,,,1.1096099E-5,12.887494,91.497553,1331.3824,0
55208.89063,,1857,9.79356,9.79356,100000.75,9.8999999E-6,9.7733548,0.19872787,13186.977,93.53,8.7813387,0.1046,71.531316,0.4227,0.32876405,6.4802083,0.040154985,94.044822,37.439913,0.3014,1,,,,1.1579848E-5,13.055155,95.518465,1349.2785,0
55362.88631,,1857,9.99942,9.99942,100000.66,9.8999999E-6,9.9771686,0.20117743,13789.173,106.4,9.2722316,0.1099,74.887743,0.4847,0.47352933,6.813945,0.045915669,93.553266,36.670373,0.3373,1,,,,1.1575934E-5,12.960417,99.543893,1382.0727,0
55363.86508,Error: Warning: Current field is 100000.66 Oe;
55363.89895,anonymized
55542.33277,,1857,10.4999,10.4999,100000.54,9.8999999E-6,10.484452,0.21264302,15167.09,112.9,10.549606,0.1235,82.721911,0.5125,1.3738935,6.9292528,0.04586914,93.841216,34.925117,0.3642,1,,,,1.2538643E-5,13.17039,109.92372,1446.6269,0
55705.41529,,1857,11.0131,11.0131,100000.59,9.8999999E-6,11.004325,0.22017247,16636.189,71.75,11.965518,0.1386,91.128502,0.2926,0.39457691,7.3114019,0.053042563,93.404026,32.735372,0.2612,1,,,,1.3133212E-5,13.858506,121.09516,1511.7864,0
55870.55362,,1857,11.5272,11.5272,100000.71,9.8999999E-6,11.523551,0.23512524,18051.068,96.29,13.48363,0.1548,99.379288,0.4165,0.66633572,7.5829868,0.058235558,93.207598,30.355678,0.3567,1,,,,1.3824862E-5,14.622804,132.79224,1566.4501,0
56037.73163,,1857,12.0403,12.0403,100000.7,9.8999999E-6,12.042499,0.24516159,19760.19,100.1,15.070914,0.1717,109.0994,0.4278,0.98157325,7.7616791,0.057055159,93.614661,26.656338,0.4093,1,,,,1.477387E-5,15.165974,145.02179,1640.8712,0
56205.15898,,1857,12.5541,12.5541,100000.7,9.8999999E-6,12.559794,0.25424985,21488.687,109,16.704875,0.1887,118.95838,0.4664,0.58224417,8.0900057,0.061412184,93.495012,22.038829,0.5225,1,,,,1.5466358E-5,15.523358,157.74843,1710.9107,0
