[Header]
TITLE,heat_capacity_multifield.dat
BYAPP,HeatCapacity,3.9.6,1.7
INFO,5.0,MASS:Sample Mass (mg)
INFO,0.01,MASSERR:Sample Mass Error (mg)
INFO,950.0,MOLWGHT:Formula Weight (g/mole)
INFO,1,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.6 Build 3,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (mJ/mole-K),Samp HC Err (mJ/mole-K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (mJ/mole-K/K),Addenda Offset HC (µJ/K)
0.00000,anonymized
104463.63935,,1857,3.62744,3.62744,50000.543,9.8999999E-6,3.6138642,0.078927291,3956.9666,12,0.61656202,0.01118,19.445711,0.03888,0.72578892,6.2015286,0.0093006689,94.883748,27.350382,0.04805,1,,,,3.2944075E-6,13.030751,13.060015,1094.9406,0
104620.98897,,1857,3.83235,3.83235,50000.523,9.8999999E-6,3.8161139,0.08347622,3963.4785,12.81,0.7124951,0.01236,19.572631,0.04426,1.949535,5.8918899,0.010378145,94.738411,28.861582,0.05406,1,,,,3.493587E-6,12.403057,14.562725,1038.6164,0
104775.69794,,1857,4.03929,4.03929,50000.563,9.8999999E-6,4.018811,0.087890493,3930.6709,14.09,0.81908979,0.01358,19.523112,0.05264,4.4293941,5.4502979,0.010836819,94.826672,30.498244,0.0628,1,,,,3.7617678E-6,11.78378,16.150842,978.06812,0
104928.25414,,1857,4.24427,4.24427,50000.598,9.8999999E-6,4.2206255,0.090996541,3939.4809,13.52,0.93445868,0.01498,19.680402,0.04902,2.2414379,5.226205,0.011824685,94.771161,32.000459,0.06333,1,,,,3.9546699E-6,10.900596,17.81368,933.38793,0
105079.46968,,1857,4.45003,4.45003,50000.617,9.8999999E-6,4.4241,0.095215518,3947.2045,15.91,1.0584604,0.01663,19.841157,0.06317,2.9281445,4.9290782,0.01239899,94.801066,33.516297,0.07661,1,,,,4.2236779E-6,10.45241,19.572661,892.20507,0
105225.69229,,1857,4.65579,4.65579,50000.488,9.8999999E-6,4.626986,0.098546828,3993.8743,16.87,1.1943999,0.01837,20.199173,0.06825,0.39579322,4.7953822,0.013383732,94.768416,34.884693,0.08327,1,,,,4.4186618E-6,9.8581565,21.409,863.16972,0
105373.75656,,1857,4.86065,4.86065,50000.637,9.8999999E-6,4.8319749,0.10319755,4027.5221,14.32,1.3445121,0.02015,20.509398,0.05319,0.81811429,4.6013673,0.014241361,94.736231,36.304631,0.07472,1,,,,4.6741927E-6,9.5907644,23.347982,833.51469,0
105520.99014,,1857,5.06607,5.06607,50000.656,9.8999999E-6,5.0368161,0.10629093,4085.4882,15.12,1.5061269,0.02199,20.946843,0.05756,2.2236793,4.4238299,0.014968924,94.723294,37.621044,0.08064,1,,,,4.9630135E-6,9.2027346,25.369517,811.12514,0
105665.22190,,1857,5.27242,5.27242,50000.656,9.8999999E-6,5.2408576,0.10943408,4183.4056,19.69,1.6781492,0.02388,21.584804,0.0826,1.9505986,4.3618715,0.016021742,94.672923,38.76189,0.1028,1,,,,5.1862653E-6,8.8476597,27.466589,798.2292,0
105807.38113,,1857,5.47808,5.47808,50000.523,9.8999999E-6,5.4514228,0.11351954,4283.8051,14.62,1.8642636,0.02584,22.248667,0.05278,2.4517578,4.260189,0.017028604,94.588705,39.921112,0.08064,1,,,,5.474314E-6,8.7237431,29.71801,785.81413,0
105948.94582,,1857,5.68336,5.68336,50000.598,9.8999999E-6,5.6564782,0.11738499,4415.7091,15.7,2.0581665,0.0279,23.070233,0.05832,1.868267,4.2607475,0.018267477,94.519068,40.89586,0.08666,1,,,,5.6762296E-6,8.5203781,31.995745,780.64636,0
106090.59144,,1857,5.88846,5.88846,50000.508,9.8999999E-6,5.8629314,0.12144417,4559.4856,17.99,2.2677814,0.03023,23.964006,0.07076,3.2568102,4.1769932,0.019008046,94.487532,41.813134,0.09826,1,,,,6.0128148E-6,8.5214951,34.373965,777.6802,0
106231.69676,,1857,6.09372,6.09372,50000.637,9.8999999E-6,6.0688807,0.12411316,4720.2599,17.77,2.490564,0.03276,24.951829,0.06828,2.4251938,4.1330422,0.019806496,94.46958,42.639561,0.09735,1,,,,6.3249962E-6,8.3539864,36.831312,777.78097,0
106374.63620,,1857,6.29967,6.29967,50000.582,9.8999999E-6,6.2738877,0.12714924,4937.0604,17.47,2.7252068,0.03548,26.218113,0.06468,1.5470917,4.1788104,0.020964641,94.417248,43.221951,0.09488,1,,,,6.5734983E-6,8.2660844,39.361667,786.92202,0
106516.00205,,1857,6.50463,6.50463,50000.543,9.8999999E-6,6.4795808,0.13170674,5162.3589,21.5,2.9725118,0.03845,27.537497,0.08655,4.5708966,4.2366452,0.022255682,94.347639,43.761,0.1128,1,,,,6.8114249E-6,8.3576208,41.984967,796.71187,0
106658.00533,,1857,6.71013,6.71013,50000.523,9.8999999E-6,6.6861081,0.13602661,5448.7444,20.2,3.233085,0.04171,29.16083,0.07693,1.0752336,4.3582722,0.023851503,94.247573,44.062425,0.1049,1,,,,7.0156251E-6,8.4732904,44.704041,814.93513,0
106799.66530,,1857,6.91666,6.91666,50000.543,9.8999999E-6,6.8921847,0.14101449,5709.6904,23.39,3.5051484,0.04509,30.6746,0.09351,3.1290746,4.3696188,0.024581125,94.244698,44.44587,0.1178,1,,,,7.3582848E-6,8.7165444,47.502209,828.42969,0
106942.00094,,1857,7.12175,7.12175,50000.617,9.8999999E-6,7.0981519,0.14398933,5994.4792,22.76,3.7898886,0.04841,32.314502,0.0878,1.4430748,4.4233112,0.025611704,94.210966,44.730936,0.1135,1,,,,7.6574196E-6,8.7392376,50.38376,844.51267,0
107085.10757,,1857,7.32745,7.32745,50000.543,9.8999999E-6,7.3039866,0.14773166,6298.3296,26.74,4.0869411,0.05158,34.057421,0.1084,3.6483307,4.4981073,0.026832766,94.154162,44.938213,0.1286,1,,,,7.9378347E-6,8.8466224,53.348221,862.31396,0
107227.66938,,1857,7.53249,7.53249,50000.523,9.8999999E-6,7.5105061,0.15196555,6598.4193,26.05,4.3943789,0.05471,35.79283,0.1024,4.0455353,4.5376325,0.027816699,94.111434,45.153693,0.1243,1,,,,8.2702564E-6,8.9962146,56.407702,878.55855,0
107371.36084,,1857,7.73926,7.73926,50000.598,9.8999999E-6,7.716163,0.15516891,6986.6871,27.21,4.7179442,0.05804,37.96396,0.1063,1.906179,4.6978476,0.029587306,94.011262,45.05706,0.1264,1,,,,8.4785533E-6,9.075265,59.539171,905.46132,0
107515.78411,,1857,7.94395,7.94395,50000.582,9.8999999E-6,7.9232612,0.16056907,7341.7079,28.7,5.0587091,0.06174,39.994084,0.1124,3.7999619,4.7761242,0.03056801,94.008119,45.077275,0.1306,1,,,,8.7837519E-6,9.3956953,62.778068,926.60178,0
107660.40481,,1857,8.14972,8.14972,50000.543,9.8999999E-6,8.1294371,0.16426669,7730.7213,31.87,5.4117077,0.06576,42.198195,0.1277,6.2776335,4.875843,0.031609266,94.003939,44.975697,0.1408,1,,,,9.0769359E-6,9.5522485,66.087748,950.95407,0
107805.24790,,1857,8.3553,8.3553,50000.523,9.8999999E-6,8.335823,0.16810415,8148.3203,32.49,5.7796177,0.07004,44.553242,0.1284,1.9956561,4.9945722,0.033145707,93.920481,44.780364,0.1409,1,,,,9.3607238E-6,9.7516859,69.485945,977.5064,0
107949.85892,,1857,8.56112,8.56112,50000.598,9.8999999E-6,8.5424164,0.17296627,8583.8919,33.91,6.159784,0.07448,47.006067,0.1334,3.9786862,5.1357063,0.034755175,93.852784,44.526644,0.1441,1,,,,9.6087048E-6,9.9891444,72.972878,1004.8552,0
108097.42904,,1857,8.76638,8.76638,50000.523,9.8999999E-6,8.7496444,0.177232,9031.38,36.13,6.5611267,0.07914,49.536774,0.1429,2.1513167,5.2261687,0.035963295,93.805745,44.23514,0.1503,1,,,,9.9531094E-6,10.271413,76.556277,1032.1997,0
108244.96140,,1857,8.97146,8.97146,50000.582,9.8999999E-6,8.9566901,0.18150711,9493.823,42.98,6.9795371,0.08399,52.15571,0.1782,10.294747,5.3837962,0.037361096,93.809593,43.891585,0.1723,1,,,,1.0170678E-5,10.452337,80.222298,1059.97,0
108391.47271,,1857,9.17797,9.17797,50000.563,9.8999999E-6,9.1649163,0.18543482,9994.7125,42.21,7.4160746,0.08907,54.975721,0.1708,5.6851109,5.458102,0.03865892,93.722659,43.434004,0.168,1,,,,1.0580988E-5,10.767592,83.995691,1090.5405,0
108538.88211,,1857,9.38181,9.38181,50000.488,9.8999999E-6,9.3717985,0.18876176,10524.231,47.01,7.8663369,0.09428,57.945687,0.1941,4.3768338,5.6181381,0.039676102,93.777453,42.880523,0.1822,1,,,,1.0829036E-5,10.916204,87.830607,1122.9681,0
108689.07409,,1857,9.58856,9.58856,50000.598,9.8999999E-6,9.5792638,0.19387155,11019.174,45.96,8.3290958,0.09955,60.763621,0.1851,2.593568,5.7168999,0.041358797,93.675451,42.417426,0.1776,1,,,,1.1167224E-5,11.236276,91.762295,1150.3153,0
108838.60042,,1857,9.79553,9.79553,50000.508,9.8999999E-6,9.7859818,0.19674901,11610.403,48.86,8.8102178,0.1049,64.058097,0.1975,3.8115464,5.8521857,0.042846367,93.615961,41.66978,0.1866,1,,,,1.1505564E-5,11.4338,95.76544,1186.4321,0
108989.06927,,1857,9.99932,9.99932,50000.449,9.8999999E-6,9.9951177,0.20149131,12117.454,49,9.3131342,0.1104,66.973804,0.1948,5.5414268,5.9528785,0.043796819,93.646958,41.148909,0.1863,1,,,,1.1820804E-5,11.704371,99.902378,1212.3373,0
108989.87723,Error: Warning: Current field is 50000.543 Oe;
108989.92021,anonymized
109165.15250,,1857,10.5004,10.5004,50000.543,9.8999999E-6,10.498886,0.21482013,13482.236,56.6,10.587101,0.1239,74.742062,0.2285,3.7536765,6.2650168,0.04756369,93.544819,39.41472,0.2114,1,,,,1.2541489E-5,12.158219,110.2266,1284.1588,0
109321.28979,,1857,11,11,50000.543,9.8999999E-6,11.004328,0.21798696,15016.966,52.69,11.963519,0.1386,83.421462,0.194,2.0027169,6.633551,0.051972145,93.404152,37.063031,0.2012,1,,,,1.3232705E-5,12.530034,121.09524,1364.6418,0
109481.22100,,1857,11.4993,11.4993,50000.543,9.8999999E-6,11.508943,0.23071104,16525.04,59.65,13.436463,0.1543,92.070546,0.2237,1.443555,6.9135411,0.05507233,93.393759,34.544437,0.2325,1,,,,1.4010356E-5,13.267102,132.45576,1435.8435,0
109642.00656,,1857,11.9994,11.9994,50000.582,9.8999999E-6,12.012725,0.24016061,18244.348,66.75,14.984295,0.1707,101.79967,0.2523,1.54617,7.2976938,0.059614016,93.27079,31.082296,0.2732,1,,,,1.4687865E-5,13.827082,144.30556,1518.7519,0
109808.02052,,1857,12.5002,12.5002,50000.508,9.8999999E-6,12.516792,0.25203591,19992.825,71.83,16.567961,0.1873,111.70343,0.2686,3.172418,7.6162337,0.063393953,93.185117,26.966619,0.3239,1,,,,1.5451394E-5,14.595388,156.67007,1597.2804,0
109974.75965,,1857,12.9991,12.9991,50000.637,9.8999999E-6,13.020098,0.26358608,21821.806,78.9,18.214539,0.2043,122.05318,0.2961,1.5479199,8.0233223,0.068183382,93.074677,21.599612,0.4254,1,,,,1.6038969E-5,15.232467,169.52294,1676.0094,0
110142.65280,,1857,13.4999,13.4999,50000.469,9.8999999E-6,13.5256,0.27533268,23688.523,83.44,19.969037,0.2219,132.69042,0.3081,3.3375405,8.302038,0.070936832,93.08745,13.820399,0.687,1,,,,1.6847173E-5,16.046645,182.94185,1751.3843,0
110313.93172,,1857,13.9997,13.9997,50000.563,9.8999999E-6,14.029151,0.28533228,25623.155,89.75,21.72405,0.2363,143.65134,0.3301,2.4423398,8.6185863,0.075014233,92.984084,1556.3476,1555,1,,,,1.7582025E-5,16.604076,196.81707,1826.4224,0
110487.09632,,1857,14.4578,14.4578,50000.488,9.8999999E-6,14.533604,0.2958185,27034.514,144.6,23.648052,0.2545,152.29127,0.6259,13.633338,8.4485001,0.070269377,93.461739,2433.5627,1.575E5,1,,,,1.8933568E-5,17.237173,211.22564,1860.1384,0
110942.26250,,1857,14.9994,14.9994,50000.543,9.8999999E-6,15.080936,0.29666901,29751.878,108.7,26.216894,0.2905,167.79063,0.4106,4.8980341,9.2406855,0.084506036,92.825551,-44475146,4.448E7,1,,,,1.9166663E-5,16.897,227.43463,1972.8138,0
111118.60283,,1857,15.4998,15.4998,50000.523,9.8999999E-6,15.585655,0.31747718,31721.637,116.9,29.129402,0.3436,180.0762,0.444,1.6511427,9.6043924,0.091456328,92.743456,1379.5262,2.903E5,1,,,,1.979061E-5,18.481371,242.91264,2035.3099,0
111295.73547,,1857,16,16,50000.434,9.8999999E-6,16.088325,0.32917411,33633.674,128.9,32.280357,0.4035,192.32554,0.4996,1.8194601,9.9199515,0.099196036,92.608343,1377.7358,9286,1,,,,2.0470779E-5,19.208785,258.83422,2090.564,0
111478.04308,,1857,16.5002,16.5002,50000.582,9.8999999E-6,16.591316,0.34039483,35661.792,143.1,35.296642,0.4553,204.99259,0.5669,3.5671285,10.23877,0.10626234,92.486428,1224.8512,10.09,1,,,,2.1148183E-5,19.839903,275.27175,2149.4252,0
111662.02267,,1857,16.9997,16.9997,50000.414,9.8999999E-6,17.095298,0.35169782,37772.709,149.7,38.033356,0.4925,217.77406,0.5899,1.6869397,10.535633,0.11126005,92.443149,-18963423,4.212E6,1,,,,2.183427E-5,20.47754,292.2492,2209.5379,0
111847.71929,,1857,17.5006,17.5006,50000.434,9.8999999E-6,17.598236,0.36272977,39929.262,157.6,40.663589,0.5222,230.66621,0.6197,2.8603896,10.862029,0.11730558,92.327802,-6937679.1,1.424E5,1,,,,2.2447164E-5,21.071266,309.69791,2268.9355,0
112035.66647,,1857,17.9994,17.9994,50000.395,9.8999999E-6,18.102121,0.37435482,42166.342,169.1,43.301116,0.5499,243.94884,0.6701,2.3513986,11.16187,0.12195379,92.280483,-6869945.8,6.488E4,1,,,,2.3106845E-5,21.724058,327.68678,2329.3592,0
112225.45563,,1857,18.4993,18.4993,50000.434,9.8999999E-6,18.606457,0.38502382,44421.917,173.2,46.074988,0.5808,257.45582,0.6769,1.2885756,11.45279,0.12693849,92.220016,-8070559,1.154E5,1,,,,2.3773322E-5,22.32374,346.20025,2387.4463,0
112415.88490,,1857,19,19,50000.523,9.8999999E-6,19.109654,0.39618002,46651.344,188.9,48.838003,0.6095,270.82752,0.7514,1.8670016,11.734496,0.13175633,92.166159,-9817862.9,2.125E5,1,,,,2.4413432E-5,22.905579,365.17888,2441.2448,0
112609.99228,,1857,19.4995,19.4995,50000.488,9.8999999E-6,19.613323,0.40699643,48896.429,199.5,51.681638,0.6388,284.35435,0.7963,1.3055398,12.010051,0.13638424,92.126931,-12141898,2.854E5,1,,,,2.5047539E-5,23.468992,384.68242,2493.0212,0
112804.53430,,1857,19.9993,19.9993,50000.488,9.8999999E-6,20.116864,0.41788765,51180.184,204.7,54.719735,0.6747,298.25965,0.8097,0.85161495,12.307199,0.14174372,92.074798,-15086978,3.639E5,1,,,,2.5642499E-5,24.020102,404.68824,2544.1432,0
113001.19172,,1857,20.4995,20.4995,50000.617,9.8999999E-6,20.622274,0.42836713,53520.133,223.6,58.12,0.724,312.79452,0.9008,1.0197989,12.573471,0.14748413,92.010107,-18786560,4.837E5,1,,,,2.6327403E-5,24.614397,425.27817,2595.2586,0
113198.59372,,1857,20.9989,20.9989,50000.617,9.8999999E-6,21.127556,0.43838317,55762.474,234.1,62.021272,0.7924,327.36593,0.945,0.69232307,12.861938,0.1551135,91.911589,-23107350,6.084E5,1,,,,2.6942876E-5,25.146942,446.37362,2639.3244,0
113398.75861,,1857,21.5009,21.5009,50000.523,9.8999999E-6,21.631143,0.44966805,57879.096,255.2,66.222811,0.8723,341.63937,1.049,1.0265849,13.163212,0.16527569,91.728107,-27999510,7.793E5,1,,,,2.7495692E-5,25.723876,467.90635,2675.7299,0
113600.73179,,1857,21.9998,21.9998,50000.582,9.8999999E-6,22.135844,0.46013345,60106.299,267.6,70.548566,0.9549,356.56323,1.103,1.2978555,13.415734,0.17202746,91.690202,-34057357,9.658E5,1,,,,2.814919E-5,26.326424,489.99557,2715.3381,0
113804.47783,,1857,22.4996,22.4996,50000.563,9.8999999E-6,22.64002,0.47045778,62381.958,277.4,74.724675,1.03,371.56802,1.143,1.2322348,13.694081,0.17922855,91.62679,-41358915,1.182E6,1,,,,2.8738255E-5,26.831467,512.57048,2755.3845,0
114010.75082,,1857,23.0002,23.0002,50000.617,9.8999999E-6,23.144281,0.48164315,64575.187,290.3,78.598363,1.088,385.87814,1.201,1.0609519,13.963451,0.18724979,91.504129,-49661652,1.442E6,1,,,,2.9285341E-5,27.388162,535.65773,2790.1142,0
114219.16728,,1857,23.5011,23.5011,50000.434,9.8999999E-6,23.648014,0.49241822,66918.237,304.5,82.196232,1.134,400.62537,1.264,1.1557333,14.214974,0.19344267,91.425806,-59968151,1.771E6,1,,,,2.987758E-5,27.926902,559.22857,2829.7614,0
114425.89074,,1857,24.0004,24.0004,50000.449,9.8999999E-6,24.151952,0.50297534,69330.829,315,85.734837,1.174,415.64424,1.308,1.0529044,14.503771,0.19964504,91.362,-72373025,2.146E6,1,,,,3.0389957E-5,28.429949,583.3168,2870.6097,0
114636.62255,,1857,24.4991,24.4991,50000.543,9.8999999E-6,24.658003,0.51464398,71601.423,326.1,89.371133,1.216,430.08512,1.354,0.97973084,14.724031,0.20466564,91.327337,-86070580,2.567E6,1,,,,3.0976591E-5,29.007542,608.01709,2903.7803,0
